"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431590 RODEIO BONITO";5;5;5;2;10;6;7;2;4;6;6;11;69
"431595 ROLADOR";1;-;1;2;1;-;1;1;2;1;1;1;12
"431600 ROLANTE";13;8;8;7;8;17;12;13;10;13;6;10;125
"431610 RONDA ALTA";4;8;4;7;4;10;5;3;7;5;10;14;81
"431620 RONDINHA";2;2;5;2;4;1;1;-;-;5;3;1;26
"431630 ROQUE GONZALES";3;5;4;1;8;3;6;5;5;4;-;4;48
"431640 ROSARIO DO SUL";33;20;29;32;22;35;24;23;41;33;36;50;378
"431642 SAGRADA FAMILIA";2;-;2;1;1;1;2;2;1;-;-;2;14
"431643 SALDANHA MARINHO";2;2;2;1;3;-;-;1;1;1;1;2;16
"431645 SALTO DO JACUI";5;3;5;9;7;4;3;5;3;4;4;6;58
"431647 SALVADOR DAS MISSOES";-;-;2;1;1;-;-;1;-;-;-;1;6
"431650 SALVADOR DO SUL";3;1;-;6;2;2;5;3;6;1;1;-;30
"431660 SANANDUVA";8;9;10;8;16;10;15;16;12;10;4;12;130
"431670 SANTA BARBARA DO SUL";3;3;4;6;2;2;6;6;9;7;6;3;57
"431673 SANTA CECILIA DO SUL";-;-;-;-;-;-;-;-;-;1;-;1;2
"431675 SANTA CLARA DO SUL";1;1;-;-;2;-;1;1;2;3;3;2;16
"431680 SANTA CRUZ DO SUL";109;87;92;92;114;104;138;130;109;115;124;112;1326
"431690 SANTA MARIA";245;173;219;189;232;233;248;253;265;220;232;247;2756
"431695 SANTA MARIA DO HERVAL";3;1;-;1;3;1;2;1;2;3;-;4;21
"431697 SANTA MARGARIDA DO SUL";-;-;1;-;-;2;-;-;1;2;-;-;6
"431700 SANTANA DA BOA VISTA";4;2;1;2;2;10;8;4;2;6;5;5;51
"431710 SANT'ANA DO LIVRAMENTO";47;44;59;60;63;52;74;43;64;63;56;68;693
"431720 SANTA ROSA";55;65;52;61;60;67;77;82;74;79;73;90;835
"431725 SANTA TEREZA";-;1;1;-;-;-;1;-;1;-;-;-;4
"431730 SANTA VITORIA DO PALMAR";13;21;25;27;20;17;21;24;12;17;14;18;229
"431740 SANTIAGO";46;29;26;36;49;40;55;36;34;46;34;51;482
"431750 SANTO ANGELO";86;61;78;58;61;93;77;72;96;79;99;79;939
"431755 SANTO ANTONIO DO PALMA";-;-;-;-;-;-;1;1;-;-;-;-;2
"431760 SANTO ANTONIO DA PATRULHA";30;23;16;21;20;21;45;33;21;28;29;39;326
"431770 SANTO ANTONIO DAS MISSOES";1;2;2;3;9;5;5;7;1;2;1;5;43
"431780 SANTO AUGUSTO";17;8;4;12;12;13;6;13;9;16;5;11;126
"431790 SANTO CRISTO";12;10;7;7;8;3;11;10;9;4;5;12;98
"431795 SANTO EXPEDITO DO SUL";-;-;1;-;1;-;-;-;-;-;2;-;4
"431800 SAO BORJA";40;38;37;40;33;37;51;54;61;37;27;54;509
"431805 SAO DOMINGOS DO SUL";1;1;2;-;1;1;4;1;-;1;1;-;13
"431810 SAO FRANCISCO DE ASSIS";13;7;7;8;7;9;13;12;9;8;10;3;106
"431820 SAO FRANCISCO DE PAULA";16;5;12;11;15;12;11;16;5;11;16;12;142
"431830 SAO GABRIEL";44;38;42;40;54;47;54;64;35;51;51;55;575
"431840 SAO JERONIMO";17;25;27;26;23;28;42;40;34;40;41;33;376
"431842 SAO JOAO DA URTIGA";-;-;1;-;-;-;2;-;-;2;-;-;5
"431843 SAO JOAO DO POLESINE";3;-;-;1;1;2;1;3;4;2;1;1;19
"431844 SAO JORGE";-;1;-;1;1;1;-;1;-;-;-;-;5
"431845 SAO JOSE DAS MISSOES";-;-;-;1;-;-;2;-;-;1;-;1;5
"431846 SAO JOSE DO HERVAL";-;-;-;-;-;-;1;-;-;2;3;-;6
"431848 SAO JOSE DO HORTENCIO";-;1;-;-;2;1;-;2;-;1;1;-;8
"431849 SAO JOSE DO INHACORA";-;3;2;-;2;3;1;2;2;2;-;1;18
"431850 SAO JOSE DO NORTE";9;23;15;10;12;10;25;7;16;18;6;16;167
"431860 SAO JOSE DO OURO";9;4;6;7;4;5;10;7;9;5;9;14;89
"431861 SAO JOSE DO SUL";-;-;1;-;-;1;2;-;1;-;-;1;6
"431862 SAO JOSE DOS AUSENTES";-;1;2;1;-;2;2;1;-;-;-;1;10
"431870 SAO LEOPOLDO";119;95;120;94;107;141;204;172;160;143;145;149;1649
"431880 SAO LOURENCO DO SUL";19;21;27;25;45;33;37;39;24;25;24;44;363
"431890 SAO LUIZ GONZAGA";27;31;34;35;26;27;42;41;21;23;28;33;368
"431900 SAO MARCOS";9;12;9;5;9;13;10;13;7;7;3;8;105
"431910 SAO MARTINHO";6;5;3;5;3;4;3;3;2;5;2;-;41
"431912 SAO MARTINHO DA SERRA";2;2;-;-;1;2;3;-;2;1;1;1;15
"431915 SAO MIGUEL DAS MISSOES";4;2;4;8;7;5;3;-;6;6;4;3;52
"431920 SAO NICOLAU";2;2;2;2;3;-;5;-;2;1;1;2;22
"431930 SAO PAULO DAS MISSOES";3;4;2;1;4;5;9;8;4;5;4;5;54
"431935 SAO PEDRO DA SERRA";-;1;1;-;-;-;3;1;-;1;-;-;7
"431936 SAO PEDRO DAS MISSOES";1;-;-;-;-;-;-;1;-;-;-;-;2
"431937 SAO PEDRO DO BUTIA";2;-;-;1;2;1;-;2;-;-;2;2;12
"431940 SAO PEDRO DO SUL";12;9;10;14;14;16;15;16;10;15;15;14;160
"431950 SAO SEBASTIAO DO CAI";12;15;14;15;10;13;25;18;18;14;16;14;184
"431960 SAO SEPE";8;16;14;12;14;20;12;24;12;18;19;11;180
"431970 SAO VALENTIM";1;1;2;1;1;2;1;1;1;3;2;2;18
"431971 SAO VALENTIM DO SUL";-;-;1;2;-;-;2;1;1;1;-;-;8
"431973 SAO VALERIO DO SUL";-;-;-;-;-;-;1;-;-;-;-;-;1
"431975 SAO VENDELINO";2;-;-;-;-;-;-;-;2;-;-;1;5
"431980 SAO VICENTE DO SUL";4;3;2;1;4;4;3;6;1;8;4;7;47
"431990 SAPIRANGA";59;47;39;36;58;52;84;54;51;61;70;71;682
"432000 SAPUCAIA DO SUL";55;57;67;46;59;58;85;79;66;83;69;105;829
"432010 SARANDI";6;9;15;11;11;9;17;16;13;7;9;17;140
"432020 SEBERI";8;8;4;6;9;7;5;4;11;7;5;5;79
"432023 SEDE NOVA";1;-;1;1;1;1;-;2;1;1;2;-;11
"432026 SEGREDO";6;3;1;5;8;1;3;7;2;1;4;2;43
"432030 SELBACH";1;2;4;3;2;5;4;2;4;5;4;1;37
"432032 SENADOR SALGADO FILHO";1;1;-;-;1;-;1;-;-;-;-;-;4
"432035 SENTINELA DO SUL";2;1;4;-;6;5;8;2;1;2;3;3;37
"432040 SERAFINA CORREA";4;4;4;3;9;7;4;8;5;6;4;5;63
"432045 SERIO";-;-;1;1;3;3;1;1;-;3;1;-;14
"432050 SERTAO";2;1;4;2;3;3;4;7;1;3;3;3;36
"432055 SERTAO SANTANA";5;2;3;-;2;-;3;6;3;8;2;2;36
"432057 SETE DE SETEMBRO";-;-;1;-;-;2;1;-;-;-;2;-;6
"432060 SEVERIANO DE ALMEIDA";-;4;2;-;1;2;9;1;1;-;1;5;26
"432065 SILVEIRA MARTINS";1;-;-;-;1;3;-;1;-;-;-;1;7
"432067 SINIMBU";6;5;5;6;6;3;2;7;9;5;6;8;68
"432070 SOBRADINHO";6;8;14;6;11;8;7;10;14;19;12;15;130
"432080 SOLEDADE";17;19;23;24;24;17;39;33;18;23;23;42;302
"432085 TABAI";-;2;1;1;1;-;-;1;1;1;-;2;10
"432090 TAPEJARA";13;15;13;14;13;20;23;19;22;15;26;16;209
"432100 TAPERA";5;8;8;3;6;6;3;8;2;5;6;3;63
"432110 TAPES";8;3;7;7;10;8;5;9;4;1;6;3;71
"432120 TAQUARA";20;23;21;11;21;38;61;61;43;43;48;59;449
"432130 TAQUARI";9;14;18;18;17;9;23;16;24;24;25;28;225
"432132 TAQUARUCU DO SUL";3;2;-;3;-;-;1;3;1;1;2;1;17
"432135 TAVARES";2;1;1;-;1;4;2;1;4;2;1;3;22
"432140 TENENTE PORTELA";30;19;18;23;20;30;23;31;34;26;20;30;304
"432143 TERRA DE AREIA";3;1;-;1;3;7;5;4;2;3;2;-;31
"432145 TEUTONIA";31;19;18;15;15;17;20;27;18;25;24;30;259
"432146 TIO HUGO";2;1;1;3;-;-;-;-;-;-;-;1;8
"432147 TIRADENTES DO SUL";1;1;3;3;1;1;2;3;1;-;1;2;19
"432149 TOROPI";-;1;-;2;1;-;3;-;-;1;-;-;8
"432150 TORRES";39;31;37;29;39;32;46;36;36;36;38;50;449
"432160 TRAMANDAI";74;51;53;38;69;68;72;63;69;58;73;93;781
"432162 TRAVESSEIRO";-;-;-;-;-;1;-;-;-;-;-;-;1
"432163 TRES ARROIOS";-;1;3;1;1;3;1;-;2;2;-;1;15
"432166 TRES CACHOEIRAS";-;-;3;1;2;5;1;3;5;1;4;5;30
"432170 TRES COROAS";13;9;7;4;12;11;17;20;7;8;10;14;132
"432180 TRES DE MAIO";17;16;20;22;19;16;24;20;21;23;15;19;232
"432183 TRES FORQUILHAS";-;2;-;1;2;2;1;1;3;2;-;-;14
"432185 TRES PALMEIRAS";-;-;1;1;-;1;-;1;-;-;-;1;5
"432190 TRES PASSOS";31;28;29;26;30;32;31;36;28;34;21;33;359
"432195 TRINDADE DO SUL";-;1;2;4;6;1;8;4;2;6;2;3;39
"432200 TRIUNFO";13;8;10;19;9;9;27;11;16;10;13;18;163
"432210 TUCUNDUVA";5;3;5;3;2;7;5;3;3;1;10;6;53
"432215 TUNAS";1;1;1;1;1;-;2;-;-;-;-;4;11
"432218 TUPANCI DO SUL";-;1;-;-;-;1;2;-;-;-;-;-;4
"432220 TUPANCIRETA";13;10;11;11;17;11;14;7;15;9;12;12;142
"432225 TUPANDI";1;-;-;-;1;-;3;1;-;2;1;-;9
"432230 TUPARENDI";14;6;7;9;7;6;13;5;6;10;6;8;97
"432232 TURUCU";-;-;1;2;3;1;-;-;3;1;1;1;13
"432234 UBIRETAMA";1;-;-;-;-;-;1;-;1;-;1;-;4
"432237 UNISTALDA";-;-;-;-;-;-;2;-;2;-;-;-;4
"432240 URUGUAIANA";84;78;81;64;100;79;99;103;82;93;99;94;1056
"432250 VACARIA";49;48;55;41;59;60;74;75;60;60;52;74;707
"432252 VALE VERDE";4;1;4;4;2;2;2;3;1;1;2;3;29
"432253 VALE DO SOL";10;7;9;7;11;6;9;12;7;2;7;10;97
"432254 VALE REAL";-;-;1;-;1;1;1;-;2;4;-;2;12
"432260 VENANCIO AIRES";36;37;44;45;54;40;46;36;31;51;45;49;514
"432270 VERA CRUZ";18;9;21;8;13;13;17;15;23;13;11;15;176
"432280 VERANOPOLIS";11;9;8;16;23;16;11;16;17;22;13;19;181
"432285 VESPASIANO CORREA";1;-;1;-;-;1;-;1;-;-;-;1;5
"432290 VIADUTOS";4;3;4;3;2;2;6;1;6;3;4;2;40
"432300 VIAMAO";104;94;90;87;104;121;168;148;106;114;116;121;1373
"432310 VICENTE DUTRA";1;1;5;1;4;2;1;1;3;4;4;2;29
"432320 VICTOR GRAEFF";2;1;1;3;-;-;-;-;-;-;1;-;8
"432330 VILA FLORES";1;1;-;-;-;-;-;-;1;1;1;1;6
"432335 VILA LANGARO";-;-;-;-;-;-;1;-;-;-;-;-;1
"432340 VILA MARIA";2;3;-;-;3;1;2;-;4;3;-;2;20
"432345 VILA NOVA DO SUL";2;-;2;2;2;2;2;2;-;-;-;1;15
"432350 VISTA ALEGRE";-;3;-;1;1;1;1;2;-;-;1;-;10
"432360 VISTA ALEGRE DO PRATA";-;-;1;1;-;-;-;-;-;-;1;-;3
"432370 VISTA GAUCHA";-;1;1;2;4;-;-;1;1;1;1;-;12
"432375 VITORIA DAS MISSOES";1;-;1;-;1;-;1;2;1;-;-;-;7
"432377 WESTFALIA";-;1;-;-;-;-;1;-;-;-;1;-;3
"432380 XANGRI-LA";12;2;3;-;2;4;2;4;3;5;4;2;43
"Total";6953;6376;6830;6327;7233;7467;9394;9030;8135;7992;7943;8936;92616
